,SPY,M0,M1,M2,M3,M4,M5,M6,M7,M_Unified
2024-04-08 00:00:00+00:00,2.632737783349096,2.698121375030308,2.6303902845793323,2.595354222864631,2.5809514066889183,2.692178666839482,2.692178666839482,2.692178666839482,0.8928410704812901,1.5042942236990398
2024-04-09 00:00:00+00:00,2.671158365482778,2.6959539872646414,2.6306586216997947,2.595315332673891,2.580808543990432,2.6899959584834057,2.6899959584834057,2.6899959584834057,0.8918211120695816,1.5016634822343145
2024-04-10 00:00:00+00:00,2.707149131825487,2.6982334518844016,2.63441060379722,2.5987939082496365,2.584539885128588,2.6923180387798977,2.6923180387798977,2.6923180387798977,0.8946080310634184,1.5026885589956422
2024-04-11 00:00:00+00:00,2.724734062872916,2.6928855182087017,2.6330945909472203,2.597196018074597,2.581478360674348,2.6869509158985054,2.6869509158985054,2.6869509158985054,0.8916380872717455,1.500735270921876
2024-04-12 00:00:00+00:00,2.762473606889142,2.694702061651689,2.6311104774844702,2.5947668227786194,2.580884924643601,2.688644112204528,2.688644112204528,2.688644112204528,0.8919538751678352,1.5032398110815535
2024-04-15 00:00:00+00:00,2.801106390641588,2.7041728512476757,2.6359663532406805,2.599502831652151,2.5877205479979133,2.6980930638850094,2.6980930638850094,2.6980930638850094,0.8935874988714435,1.5035922028390107
2024-04-16 00:00:00+00:00,2.818638886385838,2.702108083890431,2.6303986413783154,2.5937919780021055,2.583237229732065,2.6959899867439825,2.6959899867439825,2.6959899867439825,0.8861644152192276,1.4998173287258487
2024-04-17 00:00:00+00:00,2.8001903805053265,2.7043284525899596,2.6307687281276917,2.5943604165264156,2.5848320434822103,2.6982017745753875,2.6982017745753875,2.6982017745753875,0.886958102979023,1.4996995237597859
2024-04-18 00:00:00+00:00,2.84806873435543,2.7027696878944094,2.6406267526617437,2.603661149868566,2.589780490742815,2.696642960031313,2.696642960031313,2.696642960031313,0.8858077849704498,1.4987158853487568
2024-04-19 00:00:00+00:00,2.8132339773617083,2.700016427479658,2.6335880960246096,2.5967711790565,2.584445877269684,2.6938872023567964,2.6938872023567964,2.6938872023567964,0.8830803680884585,1.495777243933216
2024-04-22 00:00:00+00:00,2.847880759179204,2.697370273120351,2.636181292497223,2.5994980052314736,2.5848484323868823,2.6913012811867474,2.6913012811867474,2.6913012811867474,0.8811063590748357,1.4955164362402924
2024-04-23 00:00:00+00:00,2.8096333153215785,2.704851094558284,2.639969630210179,2.6035101505291123,2.589221476592524,2.6987243329229815,2.6987243329229815,2.6987243329229815,0.8803760594671016,1.4961160783508634
2024-04-24 00:00:00+00:00,2.8253880927657207,2.70241855410008,2.6406212167110272,2.604231755118721,2.5885896914576745,2.696304736388492,2.696304736388492,2.696304736388492,0.8823870749675414,1.4947736630459239
